status in ontwerp:,,toelichting status:,,materiaal ID,,ruimte,,productgroep,,NL/Sfb,,Stabu-2,,element,,specificatie,,samen- hang R&F?,,verwijzing eis,,"norm / 
'+' optie",,impact  thema bij '+' optie:,,,,,,toets (status): ,,"toelichting 
status:",,acceptatie Eigen Haard:,,beargumentering/ motivatie:,
actueel,,,,M-31-033,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,46.00,,"BUITENWANDOPENINGEN, HOUT: schilderwerk",,"Schilderwerk: - Alleen kleurklassen 1 en 2. ( Kleurklasse I of II conform de onderhoudsklassen van Stichting Garantiefonds Timmerwerk. (Op basis van de lichtreflectie heeft SGT onderscheid gemaakt in de volgende drie onderhoudsklassen: Klasse I, gunstig - Klasse II, normaal - Klasse III, ongunstig.)) - Buiten géén transparante systemen toepassen bij nieuwbouwprojecten. 
- Buitenwerk volgens BRL 0817; hoogglans afwerking > 90 GU/20° (ISO 2913). na ca. 1 maand doordroging hoogglans; > 80 G.U. (60°). - Er mag worden afgeweken als dit een eis is uit bestemmingsplan.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-034,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,46.00,,"BUITENWANDOPENINGEN, HOUT: schilderwerk",,"Schilderwerk: Fabrikant: Sigma, Sikkens of gelijkwaardig. ",,nee,,n.v.t.,, '+' optie,,,CD,,,,,,,,,,,,
actueel,,,,M-31-035,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.00,,46.00,,"BUITENWANDOPENINGEN, HOUT: schilderwerk",,"Schilderwerk: Fabrikant: Rigo, serie Toplin of
gelijkwaardig.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-036,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.20,,30.34,,GEVULD MET RAMEN:  houten ramen: ,,"Houten ramen: 
- uitvoering conform KVT-online. 
- raamhout en glaslatten van hardhout, minimaal duurzaamheidsklasse 2, kwaliteitsklasse A. 
- bovendorpel en zijstijlen 54x67 mm, afmetingen onderdorpel 54x78 mm. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-037,,Woning: Buitenruimte,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.31,,30.33,,"GEVULD MET DEUREN: houten buitendeuren, glasdeur: ",,"Houten buitendeuren, glasdeur:  
 - t.b.v. terras- en balkondeuren. 
- deuren en glaslatten van merbau volgens NEN 5481-88, kwaliteitsklasse A. 
- voorzien van GND Garantie. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-038,,Fietsen- stalling,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.31,,30.33,,"GEVULD MET DEUREN: houten buitendeuren, glasdeur: ",,"Houten buitendeur, glasdeur: 
- t.b.v. fietsenstalling.  
- samengestelde deur met PUR-vulling, hardhouten kantlatten en stabilisatievoorziening. 
- glasstrook in deur;
- minimaa 4 scharnieren;
- voorzien van GND Garantie. 
- enkel wanneer eis (gemeente): 1200 mm deurbreedte toepassen (in dit geval geen garantie te verkijgen).",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-039,,"Algemene ruimten, Technische ruimten",,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.31,,30.33,,"GEVULD MET DEUREN: houten buitendeuren, vlakke deur: ",,"Houten buitendeur, vlakke deur: 
 - t.b.v. algemene- en technische ruimten. - samengestelde deur met PUR-vulling, hardhouten kantlatten en stabilisatievoorziening. - voorzien van GND Garantie. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-040,,Entree gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.32,,30.33,,SCHUIFDEUREN: automatische schuifdeuren,,"Automatische schuifdeuren t.p.v. entree:
- fabricaat: Boon Edam, Faac en Besam
- geëxtrudeerd aluminium profielen met geintegreerde tochtborstels en aanslagprofielen. 
- inbraakwerendheidsklasse 2. 
- gepoedercoat volgens VMRG-kwaliteitseisen in RAL-kleur. - beglazing van meerbladig isolerend glas, van blank gelaagd veiligheidsglas.  
- schuifdeurautomaat voor dubbele schuifdeur, centraal openend.  
- elektromechanische vergrendeling in schuifdeurautomaat. 
- max. deurgewicht 200 kg/deurvleugel. 
- openings- en sluitings- snelheid 1,7 m/s. - openhoudtijd: 0-60s. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-041,,Parkeer- voorziening,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.33,,30.62,,TUIMELDEUREN: speedgate,,"Speedgate:
- t.b.v. toegang garages
-  Fabrikant HTC, type Xentry 2 of 3  
 - van staal, thermisch verzinkt. 
- fabrieksmatig afgelakt, laagdikte 80 µm. 
- bediening elektrisch. 
- v.v. anti-passback systeem;
- bij uitgang en ingang: luscontrollers;
- toegangscontrole: fabricaat Paxton;
- voorzien van draaigrendelslot, van binneuit met anti-inbraakset volgens PKVW. 
- bevestigingsmiddelen in thermisch verzinkt stalen uitvoering.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-042,,Parkeer- voorziening,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.33,,30.62,,TUIMELDEUREN: rokhek,,"Rolhek:
- t.b.v. toegang garages (wanneer onvoldoende ruimte voor speedgate)
-  Fabrikant GNS Brinkman
 - Rolhek en zijgeleiding uitgevoerd in Sendzimir verzinkt staal.
- Elektrische aandrijving. Motortype afhankelijk van maatvoering en gewicht.
- v.v. anti-passback systeem;
- bij uitgang en ingang: luscontrollers;
- toegangscontrole: fabricaat Paxton.
",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-043,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.40,,30.32,,GEVULD MET PUIEN: houten pui/kozijnen,,"Houten pui/kozijnen: 
- uitvoering conform KVT-online. 
- kozijnen, glaslatten en spouwlatten van hardhout, minimaal duurzaamheidsklasse 2, kwaliteitsklasse A. 
- afmetingen: 67x114 mm resp. 67x139 mm, bij dorpels en tussenstijlen 90x114 mm resp. 90x139 mm. 
- bij renovatie: maatvoering cf. bestaande detaillering.
- op maaiveldniveau een hardstenen- of kunststof onderdorpel toepassen. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-044,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.40,,30.32,,GEVULD MET PUIEN: aluminium pui/kozijn met ramen en deuren: ,,"Aluminium pui/kozijn met ramen en deuren:  
- bij voorkeur met recyclaat;
- van aluminium, kwaliteit EN AW-6060 T60. 
- stijl- en dorpelprofielen: opgebouwd uit geïsoleerde, geëxtrudeerde aluminium profielen, met verborgen afwateringssysteem. 
- gepoedercoat volgens VMRG-kwaliteitseisen in RAL-kleur. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-31-045,,Gebouw,,"31. Buitenkozijnen, -ramen, -deuren en -puien.",,31.40,,30.32,,GEVULD MET PUIEN: kunststof buitenkozijnen met ramen en deuren,,"Kunststof buitenkozijnen met ramen en deuren: 
- bij voorkeur met recyclaat;
- leveren onder VKG-keurmerk en KOMO-kwaliteitsverklaring. 
- van ongeplasticeerd PVC.
- alle verbindingen uitgevoerd met de spiegellasmethode. 
- rechte of schuine hoekverbindingen. 
- aan de buitenzijde voorzien van proCoverTec afwerking.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-001,,Gebouw,,32. Binnenkozijnen en - deuren,,32.00,,30.80,,ALGEMEEN: hang- en sluitwerk,,"Al het toe te passen hang- en sluitwerk dient te voldoen aan: 
- NEN 5087-13 Inbraakveiligheid van woningen - Bereikbaarheid van gevelelementen: Deuren, ramen en 
kozijnen. 
- NEN 5096-12 Inbraakwerendheid - Gevelelementen met deuren, ramen, luiken en vaste vullingen - Eisen, 
Classificatie en beproevingsmethoden. 
- EN 16005 Automatische deuren voor voetgangers - Gebruiksveiligheid - Eisen en beproevingsmethoden. 
- weerstandsklasse 2, overeenkomstig NEN 5096-12. 
- het Politie Keurmerk Veilig Wonen® Nieuwbouw Basisnorm. 
- Buva Advies- en keuzebestek Hang- en sluitwerk voor de Woningbouw Categorie huur/koopsector en vrije 
sector W-2A, laatste uitgave. 
Het hierna omschreven hang- en sluitwerk vormt het verlangde basisniveau en behoeft nadere uitwerking 
door de aannemer. 

Sluitplan van Zeiss Ikon op algemene ruimten in Amstelveen en Uithoorn; overige sloten en 
europrofielcilinders fabrikaat Nemef, Buva of Ivana toepassen volgens sluitplan Eigen Haard. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-002,,Gebouw,,32. Binnenkozijnen en - deuren,,32.00,,30.80,,ALGEMEEN: schilderwerk,,"Schilderwerk: Fabrikant Wijzanol, Bioserie of Fabrikant Reno, serie Ekodur.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-003,,Gebouw,,32. Binnenkozijnen en - deuren,,32.00,,30.38,,ALGEMEEN: toebehoren: beschermprofiel,,"Beschermprofielen:  
- op alle deuren van collectieve ruimtes (fietsenstallingen, hoofdentrees, scootmobielruimte, berging clusters  etc.)
- aluminium hoekprofiel, 3 stuks per 
deurkozijn. 
- hoogte 1200 mm, ingelaten in de 
kozijnstijlen op de uitwendige hoeken. ",,ja,,ID: E-079,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-004,,Gebouw,,32. Binnenkozijnen en - deuren,,32.00,,30.38,,"ALGEMEEN: toebehoren: schopplaten 
",,"Schopplaten: 
- op alle deuren van fietsenstallingen, scootmobielruimte en berging clusters;
- wanneer elektrische deurdranger aan buitenzije deur toepassen, anders aan beide zijden;
- van roestvast staal, kwaliteit AISI 304. 
- hoogte 600 mm, doorgezet over de 
weldorpel en over de volle deurbreedte. ",,ja,,"ID: E-078, 
E-089 &
 E-099",,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-005,,Gebouw,,32. Binnenkozijnen en - deuren,,32.00,,30.00,,ALGEMEEN: kozijnen,,"Kozijnen:
- Hout voorzien van FSC-keurmerk. Kozijnen, ramen en deuren voorzien van KOMO-kwaliteitsverklaring.  Kozijnen, ramen en deuren dienen te voldoen aan de eisen van PKVW.  Kozijnen, ramen en deuren voorzien van dekkend schildersysteem. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-006,,Gebouw,,32. Binnenkozijnen en - deuren,,32.00,,34.00,,ALGEMEEN: beglazing,,"Beglazing:
Enkelbladig floatglas toepassen in binnenkozijnen en binnendeuren. Letselbeperkend gelaagd glas toepassen, volgens NEN 3569-11en NEN-EN 1990 en NEN-EN 1991-1-1, in binnenkozijnen en binnendeuren in algemene ruimten. ",,ja,,ID: E-078,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-007,,Gebouw,,32. Binnenkozijnen en - deuren,,32.00,,35.35,,ALGEMEEN: natuursteen binnendorpel,,"Natuursteen binnendorpel: 
- van hardsteen. - rechthoekig, met aan de bovenzijde hoeken met facetkant. - onder de binnendeuren van algemene- en technische ruimten. ",,nee,,n.v.t.,, '+' optie,,,,K,B,,,,,,,,,,
actueel,,,,M-32-008,,Gebouw,,32. Binnenkozijnen en - deuren,,32.00,,35.45,,ALGEMEEN: kunststeen binnendeur dorpel,,"Kunststeen binnendorpel:
- van gegoten composietsteen. - rechthoekig, met aan de bovenzijde afgeronde hoeken. - dikte 25 mm. - zichtzijden glad en strak. - onder toilet- en badkamerdeuren en onder inpandige woningtoegangsdeuren. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-009,,Woning,,32. Binnenkozijnen en - deuren,,32.31,,30.32,,GEVULD MET DEUREN:  Stalen binnenkozijnen: ,,"Stalen binnnekozijnen (met bovenlicht):
- in de woningen, in de slaapkamers geen bovenlicht
 - voor opdekdeuren, met bovenlicht en afgeslankte bovendorpel. - van hoogwaardig sendzimir verzinkt staal. - fabrieksmatig afgelakt met polyesterpoederlak laag in standaard kleur RAL 9010 (Rein Weiss). ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-010,,Gebouw,,32. Binnenkozijnen en - deuren,,32.31,,30.33,,GEVULD MET DEUREN: houten binnendeur (algemeen),,"Houten binndendeur (algemeen): 
- indien mogelijk bij dagelijks onderhoud een circulaire deur toepassen, bijvoorbeeld van Re-use.",,nee,,n.v.t.,, '+' optie,,,CD,,B,,,,,,,,,,
actueel,,,,M-32-011,,Gebouw,,32. Binnenkozijnen en - deuren,,32.31,,30.33,,"GEVULD MET DEUREN: houten binnendeur, niet brandwerend: ",,"Houten binnendeur, niet brandwerend: 
- t.b.v. algemene- en technische ruimten en bergingen. 
- samengestelde deur met vochtbestendige vulling, hardhouten kantlatten en voorgegronde triplex dekplaat. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-012,,Gebouw,,32. Binnenkozijnen en - deuren,,32.31,,30.33,,"GEVULD MET DEUREN: houten binnendeur, brandwerend: ",,"Houten binnendeur, brandwerend: 
- t.b.v. brandwerende binnendeuren van algemene- en technische ruimten. 
- samengestelde deur met brandwerende vulling, hardhouten kantlatten en HDF- dekplaten. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-013,,Woning,,32. Binnenkozijnen en - deuren,,32.31,,30.33,,"GEVULD MET DEUREN: houten binnendeur, opdek:",,"Houten binnendeur, opdek: 
- t.b.v. de binnendeuren in de woningen. 
- kartonnen honingraat met hardboard 
dekplaat en kunststof kantafwerking. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-014,,Woning,,32. Binnenkozijnen en - deuren,,32.31,,30.33,,"GEVULD MET DEUREN: houten binnendeur, opdek:",,"Houten binnendeur, opdek: 
- t.b.v. de binnendeuren in de woningen. 
- indien budgettair mogelijk bij verblijfsruimtes een deur met schuimvulling toepassen.
- hardboard dekplaat en kunststof kantafwerking.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-32-015,,Woning,,32. Binnenkozijnen en - deuren,,38.11,,47.31,,"INBOUWPAKET MET TE OPENEN DELEN, TECHNISCHE KAST: meterkast",,"Meterkast:
- prefab meterkast( of inbouwkozijn). 
- niskast/vrijstaande kast/hoekkast. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-33-001,,Gebouw,,33. Luiken en vensters,,33.00,,43.33,,ALGEMEEN: kruipluik- omranding,,"Kruipluikomranding:
 - van staal. 
- thermisch verzinkt. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-33-002,,Gebouw,,33. Luiken en vensters,,33.21,,43.31,,"GEVULD, BELOOPBARE VULLINGEN: vloerluiken",,"Vloerluiken:
 - van dubbelgeperste vezelcementplaat, versterkt met organische vezels. 
- isolatieplaat. 
- thermisch verzinkt stalen luikring, ingelaten. 
- luchtdichte kierdichting. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-33-003,,Gebouw,,33. Luiken en vensters,,37.21,,30.43,,GESLOTEN RAAM: daklichtkoepel,,"Daklichtkoepel:
- volgens NEN-EN 1873:2014+A1:2016. 
- dubbelwandige ronde/vierkante daklichtkoepel. 
- koepelopstand van polyester. 
- koepel van dubbelwandig slagvast polycarbonaat (z.g. pantserkoepel). 
- inbraakwerendheid: weerstandsklasse 2.
 - anti-diefstal bevestigingssysteem volgens voorschrift fabrikant/leverancier. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-33-004,,Gebouw,,33. Luiken en vensters,,37.22,,30.44,,RAMEN DRAAIEND AAN ÉÉN KANT: dakluik,,"Dakluik:  
- aluminium geïsoleerd afsluitbaar dakluik met schaarladder. Inbraakwerendheid (weerstandsklasse) 2.
- contrabalans systeem voor openingshulp en terugvalremming. 
- geleidearm met handgreep en openstand. 
- houvast bij de op- en afstap gemonteerd op binnendeksel. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-33-005,,Gebouw,,33. Luiken en vensters,,37.22,,30.44,,RAMEN DRAAIEND AAN ÉÉN KANT: dakluik,,"Dakluik:  
- dakluik van reclaimed hout.",,nee,,n.v.t.,, '+' optie,,,CD,,,,,,,,,,,,
actueel,,,,M-33-006,,Gebouw,,33. Luiken en vensters,,37.24,,30.41,,RAMEN DRAAIEND OP EEN AS: houten tuimelvenster,,"Houten tuimelvenster:
 volgens NEN-EN 14351-1:2006+A2:2016. 
- met uitwisselbare onderdelen. 
- inbraakwerendheid: weerstandsklasse 2. 
- afstandsbediening met stok. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-34-001,,Gebouw,,34. Balustrades en leuningen,,34.12,,32.51,,"BUITEN- BALUSTRADES, METAAL:",,"Buitenbalustrades:
- standaard balkon-, galerij- en traphekken, lasergelast. 
- Materiaal: staal of aluminium. 
- Oppervlaktebehandeling: stalen hekken thermisch verzinkt overeenkomstig NEN-EN-ISO 1461-09. 
- Afwerking: gepoedercoat in RAL-kleur, minimale laagdikte 90 µm. 
- Verankering- en bevestigingsmiddelen: in roestvast stalen uitvoering, kwaliteit A2.",,ja,,ID: E-050,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-001,,Gebouw,,42. Binnenwand- afwerkingen,,42.00,,40.81,,ALGEMEEN:  hoek- beschermers en stucstop profielen (binnen),,"Hoekbeschermers en stucstop profielen (binnen):
- van gegalvaniseerd staal, wit gecoat. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-002,,Gebouw,,42. Binnenwand- afwerkingen,,42.00,,41.83,,ALGEMEEN: tegelprofielen,,"Tegelprofielen:
- van kunststof, in kleur van het tegelwerk. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-003,,Gebouw,,42. Binnenwand- afwerkingen,,42.00,,46.00,,ALGEMEEN: algemeen schilderwerk,,"Schilderwerk: - Alleen kleurklassen 1 en 2. ( Kleurklasse I of II conform de onderhoudsklassen van Stichting Garantiefonds Timmerwerk. (Op basis van de lichtreflectie heeft SGT onderscheid gemaakt in de volgende drie onderhoudsklassen: Klasse I, gunstig - Klasse II, normaal - Klasse III, ongunstig.)) an.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-004,,Gebouw,,42. Binnenwand- afwerkingen,,42.00,,46.00,,ALGEMEEN: algemeen schilderwerk,,"Schilderwerk: sauswerk: Fabrikant Wijzonol, Bioserie of Fabrikant Reno, serie Ekodur.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-005,,Gebouw,,42. Binnenwand- afwerkingen,,42.00,,46.23,,ALGEMEEN: hydrofoberen (bestaande ondergrond steen),,"Hydrofoberen (bestaande ondergrond steen):
- bestaande ondergrond steen, hydrofoberen:
- ondergrond reinigen. 
- hydrofobeermiddel, oplosmiddelvrij. 
- UV-bestendig 
- kleurloos. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-006,,Gebouw,,42. Binnenwand- afwerkingen,,42.00,,46.23,,"ALGEMEEN: bestaande ondergrond steen, schilderwerk:",,"Bestaande ondergrond steen, schilderwerk:
- ondergrond reinigen en voorbehandelen.  
- waterwerend dampopen verfsysteem 
op silicaatbasis. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-007,,Woning,,42. Binnenwand- afwerkingen,,42.11,,40.40,,AFWERKLAGEN: pleister,,"Afwerklagen, pleister:
- t.b.v. het behangklaar maken van alle binnenwanden in de woningen. 
- dikte 4 a 5 mm, volgens STABU Standaard, hoofdstuk 40, bijlage C, tabel 13. 
- Oppervlaktebeoordeling overeenkomstig STABU Standaard, hfst. 40, bijlage A, binnen groep groep 2 (nieuwbouw) en 3 (overige afdelingen)",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-008,,Woning,,42. Binnenwand- afwerkingen,,42.11,,40.41,,AFWERKLAGEN: spuitpleister,,"Afwerklagen, spuitpleister: 
- op wanden in toilet, boven tegelwerk. 
- op alle plafonds van de woningen (meterkast uitgezonderd). 
- structuurlaag met fijne korrel. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-009,,Gebouw,,42. Binnenwand- afwerkingen,,42.11,,40.41,,AFWERKLAGEN: stucwerk en schilderwerk,,"Afwerklagen, stucwerk en schilderwerk (renovatie):
- t.b.v. lambrisering in de entreehal en de trappenhuizen tot en met de 2e verdieping, tot een hoogte van 1,2 m boven afgewerkte vloer.
- v.v. stucwerk en schrobast verfsysteem (bijv. Sigma Pearl Clean Matt)
- boven lambrisering: glad stucwerk.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-010,,Gebouw,,42. Binnenwand- afwerkingen,,42.12,,41.32,,"BEKLEDINGEN, WANDTEGELS: Vlakke geglazuurde wandtegels",,"Bekleding, wandtegels (nieuwbouw):
- t.b.v. lambrisering in de entreehal en de trappenhuizen tot en met de 2e verdieping, tot een hoogte van 1,2 m boven afgewerkte vloer.
- v.v. tegelwerk, fabricaat: Mosa. Type  Mosa Global Collection / Holland 2050
- boven lambrisering: glad stucwerk.",,ja,,ID: E-027 & E-056,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-011,,Gebouw,,42. Binnenwand- afwerkingen,,42.12,,41.32,,"BEKLEDINGEN, WANDTEGELS: Vlakke geglazuurde wandtegels",,"Vlakke geglazuurde wandtegels: 
- 1e soort. - prijsklasse 1. 
- Mosa Global Collection / Holland 2050. 
- tegelafmetingen: 15 x 15 cm of 15 x 20 cm.
- kleuren: volgens brochure mosa global collection / holland 2050 standaard kleuren
",,ja,,ID: E-214 t/m E-218,,norm,,,,,,,,,,,,,,,
actueel,,,,M-42-012,,BOG: commerciele ruimten,,42. Binnenwand- afwerkingen,,42.12,,41.32,,"BEKLEDINGEN, WANDTEGELS: commerciële ruimte",,"Sanitaire ruimte (commerciële ruimten): 
- Vrij hangend toilet met fontein; 
- Wandtegels standaard wit (Mosa C2C gecertificeerd); 
- Vloertegels antislip kleur zwart/antraciet (Mosa C2C gecertificeerd);   ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-014,,Parkeer- voorziening,,43. Vloer- afwerkingen,,43.21,,42.31,,"VLOER- AFWERKINGEN, NIET VERHOOGD, AFWERKLAGEN: parkeer- voorziening afwerking",,"Afwerking parkeervoorziening:
- t.p.v. parkeervoorziening
- in het werk gestort beton
- Oppervlaktestructuur zichtvlakken: gevlinderd (vlakheidsklasse 5), monoliet afgewerkt met instrooilaag. 
- vloer is: slijtvast en antislip, houd weinig vuil vast en is met gangbare middelen te reinigen.",,ja,ID:,ID: E-109,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-015,,Woning,,43. Vloer- afwerkingen,,43.21,,42.32,,"VLOER- AFWERKINGEN, NIET VERHOOGD, AFWERKLAGEN: morteldekvloer op isolatie.",,"Morteldekvloer op isolatie (zwevende dekvloer):
- in de woningen (altijd t.p.v. woningscheidende vloeren);
- dekvloerklasse Cw20 (NEN 2741+a08), dikte min 50/70 mm. 
- isolatiemateriaal steenwol, harde persing, dikte 25 of 30 mm. 
- wapeningsnet in badkamer, verzinkt. 
- dampremmende isolatiefolie. ",,ja,,ID: E-153,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-016,,Gebouw,,43. Vloer- afwerkingen,,43.21,,42.32,,"VLOERAFWER- KINGEN, NIET VERHOOGD, AFWERKLAGEN: gehechte terrazzovloer op zwaluw- staartplaat: ",,"Gehechte terazzovloer (renovatie, monumenten): - totale dikte ca. 45 mm, dikte toplaag ca. 12 mm. - wapeningsnet in verzinkte uitvoering. - staalvezels toevoegen bij tussenlaag, 25 kg/m3. - samenstelling toplaag: bindmiddel witte cement Dijckerhoff, 90% witte marmerkorrels Carrara, 5% zwarte marmerkorrels Nero Ebano, 5% parelmoer. - plint en dorpels, in het werk gestort, hoogte 30 mm, met een straal van 20 mm. 
 - in de kimmen afdichtingsband met afdichtingspasta aanbrengen. - afwerking: 1 maal geslepen en 1x gepolijst en nabehandeld met 
natuursteenwas. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-017,,Algemene ruimten,,43. Vloer- afwerkingen,,43.22,,41.42,,"VLOER- AFWERKINGEN, BEKLEDINGEN: vloertegels algemene ruimten",,"Vlakke ongeglazuurde vloertegels:  
-  t.p.v. algemene ruimten
- fabrikaat Mosa.  
- Stroefheidsklasse (DIN 51130-04): R11/C.
- type Mosa Terra Maestricht. 
- ongeglazuurde dubbelhardgebakken vloertegels. 
- 1e soort.- prijsklasse 1. 
 - tegelafmetingen nader te bepalen. 
 - inclusief bijbehorende plinten, hoogte 95 mm.  
- dient met gangbare middelen eenvoudig te reinigen zijn.
- nat te reinigen en waterafstotend.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-018,,Collectieve verkeers- ruimtes,,43. Vloer- afwerkingen,,43.22,,48.43,,"VLOER- AFWERKINGEN, BEKLEDINGEN: elastische vloerbedekking",,"Elastische vloerbedekking:
- t.p.v. binnenportieken, algemene gangen & verkeersruimtes
- marmoleum vloerbedekking van geoxideerde lijnolie, harsen en toeslagstoffen, gekalanderd op jute weefsel. 
- bij renovatie een gemêleerd dessin toepassen.
- dikte 3,2 mm. 
- bovenzijde voorzien van duurzame beschermingslaag. 
- dient met gangbare middelen eenvoudig te reinigen zijn.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-019,,Collectieve verkeers- ruimtes,,43. Vloer- afwerkingen,,43.22,,48.43,,"VLOER- AFWERKINGEN, BEKLEDINGEN: elastische vloerbedekking",,"Elastische vloerbedekking:
- t.p.v. binnenportieken, algemene gangen & verkeersruimtes
-  rubbervloerafwerking (fabrikant Nora Flooring)
- dient met gangbare middelen eenvoudig te reinigen zijn.",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-020,,Entree gebouw,,43. Vloer- afwerkingen,,43.22,,48.44,,"VLOER- AFWERKINGEN, BEKLEDINGEN: zachte entreematten",,"Zachte enreematten: Schoonloopmat:
- fabrikant Forbo, type : Coral Duo
- loopschoon matten, dikte 10 mm.
 - gebruiksklasse 33, commercial heavy.  ",,ja,ID:,ID: E-028,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-021,,Entree gebouw,,43. Vloer- afwerkingen,,43.22,,48.44,,"VLOER- AFWERKINGEN, BEKLEDINGEN: harde entreematten",,"Harde entreematten:
- projectgerichte keuze, voorkeur voor borstelmatten. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-022,,Gebouw,,43. Vloer- afwerkingen,,43.00,,43.33,,ALGEMEEN: matomranding,,"Matomranding:
- van RVS of messing. 
- geborsteld. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
actueel,,,,M-43-023,,Gebouw,,43. Vloer- afwerkingen,,43.00,,45.46,,ALGEMEEN: vloerplinten,,"Vloerplinten:
 - van hardhout of HDF. 
- fabrieksmatig gegrond. ",,nee,,n.v.t.,,norm,,,,,,,,,,,,,,,
